Date,Headline
2017-08-10,Facebook makes new bid for TV viewers with expanded video
2017-08-11,Lithuanian court upholds extradition of man to U.S. in $100 million fraud case
2017-08-14,UPDATE 1-U.S. hedge funds bearish on FAANG stocks in Q2 -SEC filings
2017-08-15,UPDATE 1-Schibsted's sales outlook not threatened by Facebook launch -CFO
2017-08-18,Facebook's Mark Zuckerberg to take 2 months of paternity leave
2017-08-22,TD Ameritrade launches Facebook chatbot
2017-08-23,Facebook picks veteran exec to lead hardware efforts-Business Insider
2017-08-28,"Facebook unveils center to teach Brazilian coders, entrepreneurs"
2017-08-29,Vietnam's Facebook dissidents test the limits of Communist state
2017-08-30,Vietnam's Facebook dissidents test the limits of Communist state
2017-08-31,Gotta have faith: The rise of religious ETFs
2017-09-05,UPDATE 1-Facebook takes the next step to monetize WhatsApp - WSJ
2017-09-06,Facebook digital ads figures differ from census data: analyst
2017-09-07,Facebook says likely Russian-based operation funded U.S. ads with political message
2017-09-08,German competition watchdog to announce Facebook findings by year-end
2017-09-11,Facebook fined 1.2 million euros by Spanish data watchdog
2017-09-12,REFILE-Facebook pays millions for reality show on NFL's Marshawn Lynch
2017-09-13,"EU lost up to 5.4 billion euros in tax revenues from Google, Facebook: report"
2017-09-14,"Facebook won't make cars, Sandberg reassures Germany"
2017-09-15,"Facebook hires AI expert, launches lab in Canada's Montreal"
2017-09-18,BRIEF-Facebook appoints Jennifer Dulski as product leader for the groups team - CPO Chris Cox
2017-09-19,CORRECTED-App Annie's new product offers insight into consumer trends in China
2017-09-20,Facebook to add more human review to ad system: COO Sandberg
2017-09-22,BRIEF-Mark Zuckerberg anticipates selling 35 mln to 75 mln shares of FB stock
2017-09-24,"Internet giants, once above the fray, on the defensive in Washington"
2017-09-25,Breakingviews - Cox: Facebook's about-face is only partial victory
2017-09-26,Russia tells Facebook to localise user data or be blocked
2017-09-27,"U.S. lawmakers ask Facebook, Twitter for information on anti-fracking ads"
2017-09-28,UPDATE 3-Backers withdraw two proposals to list U.S. bitcoin funds
2017-10-03,Slack locks down Oracle partnership targeting enterprises
2017-10-05,Switch IPO the latest to limit investor voting rights
2017-10-10,US STOCKS-Wal-Mart rally pushes Dow to all-time high
2017-10-11,UPDATE 3-Facebook to sell portable headset for virtual reality
2017-10-12,UPDATE 1-Facebook committed to helping investigators release Russia ads -Sandberg
2017-10-13,"U.S. Congress tangles with Facebook, other social media firms over Russia probe"
2017-10-16,Facebook buys teen app tbh
2017-10-17,Deals of the day-Mergers and acquisitions
2017-10-18,Facebook evidence and new laws set free child brides in India
2017-10-19,"UPDATE 3-U.S. lawmakers want crackdown on Facebook, Twitter political ads"
2017-10-20,UPDATE 1-Snap lays off 18 employees in recruiting division
2017-10-23,Facebook tests splitting its News Feed into two
2017-10-24,Facebook dealt setback by EU court adviser in privacy dispute
2017-10-25,EU privacy regulators increase pressure on WhatsApp over data sharing
2017-10-27,"Facebook, Twitter, Google executives to testify at U.S. Senate Russia hearing"
2017-10-28,Facebook hit with misclassification lawsuit targeting sales team members
2017-10-30,Facebook says 126 million Americans may have seen Russia-linked political posts
2017-10-31,"BRIEF-HKT Trust's PCCW Global in consortium with Amazon, Facebook, NTT and others to build cable system"
2017-11-01,Facebook shares Russian reach on Instagram in day two of U.S. lawmaker grilling
2017-11-02,US STOCKS-S&P flat after tax cut plan; Dow climbs to record
2017-11-03,UPDATE 2-WhatsApp messenger hit by temporary outage; Facebook investigating
2017-11-07,"BRIEF-Facebook to introduce peer-to-peer payments to users in UK, France"
2017-11-08,Russia to check if Facebook is complying with law: Ifax
2017-11-14,"BRIEF-Soros Fund Management cuts share stake in Facebook and Twitter, ups in Microsoft"
2017-11-15,"Israel prepares to send tax bills to Facebook, Google -report"
2017-11-16,MEDIA-Philippines taps Facebook for internet infrastructure plan - Inquirer
2017-11-17,"Investors yank $6.8 bln from high yield bonds, 3rd largest outflows-BAML"
2017-11-20,Honda to use Facebook to find owners with defective Takata airbags
2017-11-21,Facebook to meet Russian regulators to discuss compliance: TASS
2017-11-22,Peter Thiel may look to buy Gawker.com - BuzzFeed
2017-11-27,Facebook to expand artificial intelligence to help prevent suicide
2017-11-29,Facebook suspends ability to target ads by excluding racial groups
2017-11-30,Alaska Air investigating sexual harassment claim by Randi Zuckerberg
2017-12-04,"UPDATE 2-Facebook opens new London hub, to create 800 UK jobs"
2017-12-06,"Apple, Facebook find something to praise China for amid internet clamp"
2017-12-07,"REFILE-CORRECTED-US STOCKS-Wall Street rising: Facebook, Alphabet, Lululemon gain"
2017-12-12,UPDATE 1-Facebook to book advertising revenue locally amid political pressure
2017-12-13,BRIEF-Facebook And WWE Launch Live In-Ring Series On Facebook Watch
2017-12-14,Facebook to use its News Feed to push more videos to users
2017-12-15,UPDATE 1-Facebook defends itself against critics of social media
2017-12-19,Facebook to notify users when photos of them are uploaded
2017-12-21,REFILE--FANGtastic stocks top vintage year for global markets
2017-12-22,FANGtastic stocks top vintage year for global markets
2017-12-31,WhatsApp messaging service returns after global outage
2018-01-04,UPDATE 1-CEO Zuckerberg sets 2018 goal: 'fix' Facebook
2018-01-08,"Facebook, Sony/ATV sign music licensing deal"
2018-01-09,Facebook's Oculus to partner with Xiaomi to build VR headsets
2018-01-12,"US STOCKS-Wall St scales record highs on earnings optimism, robust data"
2018-01-13,"UPDATE 2-Facebook's Sandberg, Twitter's Dorsey to leave Disney board"
2018-01-17,"BRIEF-Facebook CEO Mark Zuckerberg says optimistic DACA ""will get solved"""
2018-01-18,WhatsApp inches closer to revenue plan with accounts for businesses
2018-01-20,UPDATE 3-Facebook to prioritize 'trustworthy' news based on surveys
2018-01-21,"Wall Street Week Ahead: Where Netflix goes, Big Tech may follow"
2018-01-22,"With Versailles business summit, Macron seeks to bank on global appeal"
2018-01-23,UPDATE 2-Facebook buys Boston software company that authenticates IDs
2018-01-25,Austrian privacy activist says will sue Facebook in Vienna after EU ruling
2018-01-29,Facebook makes privacy push ahead of strict EU law
2018-01-31,Options traders see outsized stock moves on U.S. tech results
2018-02-01,European tech gets second wind after record-breaking 2017
2018-02-05,Ireland's concerns over EU digital tax gaining wider support: finance minister
2018-02-06,"Snap's user growth, revenue beat analyst expectations"
2018-02-08,"Twitter surprises with revenue turnaround, shares surge"
2018-02-09,Facebook launches $10 mln community leader awards
2018-02-12,German court rules Facebook use of personal data illegal
2018-02-13,UPDATE 2-Norway wealth fund CEO to firms: allow independent directors on your boards
2018-02-14,US STOCKS-What inflation? Apple and Facebook drive Wall St rally
2018-02-15,US STOCKS-Wall St's fight back continues as inflation fears ease
2018-02-16,"Facebook loses Belgian privacy case, faces fine of up to $125 million"
2018-02-17,Facebook faces big challenge to prevent future U.S. election meddling
2018-02-23,"UPDATE 2-Hong Kong to ease rules for secondary listing of US, UK-listed firms"
2018-02-25,"BRIEF-Nokia, Facebook Collaborate For Fixed Wireless Access"
2018-02-26,UPDATE 1-Facebook settles lawsuit over 2012 IPO for $35 million
2018-02-28,Facebook CFO says news feed changes will not have profound impact on ads
2018-03-01,UPDATE 1-Zuckerberg sold nearly $500 mln Facebook stock in February
2018-03-06,BRIEF-BlackBerry files patent infringement lawsuit against Facebook -- online court records
2018-03-09,GRAPHIC-Wall Street has never been so far behind on Netflix
2018-03-12,EU experts' fake news report draws false conclusions: consumer group
2018-03-13,UPDATE 2-Britain to consider taxing digital giants' revenue
2018-03-14,NBC News plans online streaming service to attract younger viewers
2018-03-15,UPDATE 2-EU ready to hit big U.S. tech firms with 3 pct turnover tax
2018-03-17,BRIEF-Facebook Says Suspending Cambridge Analytica And Strategic Communication Laboratories  Group From Its Platform
2018-03-19,Facebook's security chief to leave company -NYT
2018-03-20,Global stocks get lift from oil prices; Fed bets boost dollar
2018-03-21,Slack Technologies builds engineering team to combat outages
2018-03-22,"WRAPUP 3-Facebook apology does little to satisfy lawmakers, Wall Street"
2018-03-23,BRIEF-Cambridge Analytica's Acting CEO Comments on Data Privacy Issue
2018-03-24,U.S. lawmakers formally ask Facebook CEO to testify on user data
2018-03-25,Americans less likely to trust Facebook than rivals on personal data: Reuters/Ipsos poll
2018-03-26,Facebook CEO among those invited to testify at U.S. Senate hearing
2018-03-27,BRIEF-Facebook CEO Mark Zuckerberg Plans To Testify Before Congress On April 12 -  Bloomberg
2018-03-28,Breakingviews - Rocket-fueled stocks finally feel the burn
2018-03-29,UPDATE 1-U.S. stock fund investors pull most cash since February meltdown -Lipper
2018-04-03,BRIEF-Facebook Says Removed 70 Facebook And 65 Instagram Accounts
2018-04-04,Exclusive: Facebook CEO stops short of extending European privacy globally
2018-04-05,UPDATE 4-Facebook shares rise as Zuckerberg soothes investors
2018-04-06,Facebook shares rise as Zuckerberg soothes investors
2018-04-07,Facebook suspends Canadian firm AggregateIQ over data scandal
2018-04-08,Republican senator says Facebook scandals may be 'too big' for company to fix alone
2018-04-09,"UPDATE 5-Zuckerberg ditches T-shirt, apologizes for Facebook mistakes"
2018-04-10,"FACEBOOK SHARES CLOSE WITH BIGGEST DAILY PCT GAIN SINCE APRIL 28, 2016"
2018-04-11,Instagram to allow users to download their data
2018-04-12,Russia asks Facebook how it complies with data law - Ifax
2018-04-13,UPDATE 2-Facebook CEO's compensation jumps to $8.9 mln as security costs soar
2018-04-15,Facebook fuels broad privacy debate by tracking non-users
2018-04-16,Exclusive: BlackRock's biggest stock-picking fund likes Facebook shares
2018-04-17,Tech companies to be forced to give police overseas data under EU proposal
2018-04-18,Investor urges Facebook to set up risk oversight committee
2018-04-19,Facebook says users must accept targeted ads even under new EU law
2018-04-20,GRAPHIC-Take Five: World markets themes for the week ahead
2018-04-21,Acxiom CEO says data industry bracing for regulation
2018-04-23,REFILE-UPDATE 1-High-profile investors bet on stocks tied to millennials -Sohn Conference
2018-04-24,High-profile investors bet on stocks tied to millennials: Sohn Conference
2018-04-25,Breakingviews - Facebooks future could look like Microsofts past
2018-04-26,Facebook slammed by UK lawmakers as CTO promises transparency overhaul
2018-04-27,Amazon boosts stocks as U.S. 10-year Treasury yields retreat
2018-04-30,UPDATE 3-WhatsApp co-founder to quit in loss of privacy advocate at Facebook
2018-05-01,BRIEF-Paychex Collaborates With Workplace By Facebook
2018-05-02,Facebook employee fired over bragging about access to user information
2018-05-03,BRIEF-Schibsted says not seeing strong competition from Facebook Marketplace
2018-05-07,Wind farms boost tax base for local U.S. governments -Moody's
2018-05-08,"BRIEF-Facebook Says Zients Will Get Annual Retainer Fee Of $50,000 For Service On Board"
2018-05-09,Three-quarters Facebook users as active or more since privacy scandal: Reuters/Ipsos poll
2018-05-10,Facebook asks European users which news sources they trust
2018-05-11,"BRIEF-Facebook Plans To Create Its Own Cryptocurrency - Cheddar, Citing Sources"
2018-05-14,CORRECTED-UPDATE 1-Facebook suspends 200 apps over data misuse investigation
2018-05-15,HIGHLIGHTS -Hedge funds took new stakes in Facebook during first quarter
2018-05-16,U.S. investigating Cambridge Analytica: New York Times
2018-05-17,Ex-Trump aide Bannon promoted 'culture war': Cambridge Analytica whistleblower
2018-05-18,MEDIA-Facebook seeks multilingual staff for a new center monitoring harmful content - El Pais
2018-05-21,Socially responsible funds dump or rethink Facebook over data privacy
2018-05-22,"Facebook director to start after annual meeting, avoid shareholder vote"
2018-05-23,"Facebook users unite! ""Data Labour Union"" launches in Netherlands"
2018-05-24,"Russia to carry out checks on Facebook, Whatsapp: TASS"
2018-05-25,"Austrian data privacy activist takes aim at ""forced consent"""
2018-05-30,Facebook's size no barrier to deals in new areas -executive
2018-05-31,"Facebook says all directors elected, shareholder proposals rejected"
2018-06-01,World's top wealth fund backs activist proposals at Facebook meeting
2018-06-04,"Washington state sues Facebook, Google over election ad disclosure"
2018-06-05,U.S. senators demand answers from Facebook about user privacy data
2018-06-06,"Facebook enlists anchors from CNN, Fox News, Univision for news shows"
2018-06-08,"UPDATE 1-U.S., Canada urge delay in vote on Vietnam's cybersecurity bill"
2018-06-11,Inmarsat could draw more suitors after rejecting EchoStar
2018-06-12,"Facebook launches user review, potential bans for advertisers"
2018-06-13,Uber hires Facebook's product director as its driver product head
2018-06-14,Norwegian wealth fund backed Sorrell's farewell pay at WPP AGM
2018-06-19,"New 'spider' ETF captures Facebook, AT&T in its web"
2018-06-20,What trade war? FAANGs scale new highs
2018-06-21,Index provider MSCI delays decision on unequal voting rights stocks
2018-06-26,Facebook eases ban on cryptocurrency related ads
2018-06-28,US court halves $500 mln verdict in Facebook virtual reality lawsuit
2018-06-29,Nordic power surge will not deter Facebook's data centre plans
2018-07-03,US STOCKS-Dips in Facebook and Apple leave Wall Street lower
2018-07-05,"INSIGHT-As inflation soars, Facebook drives trading in Argentina's barter clubs"
2018-07-06,"As inflation soars, Facebook drives trading in Argentina's barter clubs"
2018-07-10,UPDATE 1-WhatsApp launches Indian media blitz to dispel fake news woes
2018-07-11,Facebook faces small but symbolic UK fine over data protection breaches
2018-07-17,UPDATE 1-Social media companies defend filtering practices before Congress
2018-07-20,WhatsApp to limit message forwarding
2018-07-24,UPDATE 3-Facebook plans innovation hub in China despite tightening censorship
2018-07-25,US STOCKS-Wall St rises as Trump touts EU trade concessions
2018-07-26,"Facebook sends Nasdaq tumbling, but trade optimism boosts Dow"
2018-07-27,UPDATE 1-Facebook is sued after stock plunge 'shocked' market
2018-07-31,DoubleLine's Gundlach: Short-maturity U.S. Treasuries look attractive
2018-08-01,WhatsApp to start charging business users
2018-08-02,UPDATE 2-Apple in touch with Chinese telcos on ways to cut spam
2018-08-04,"Facebook fakers get better at covering tracks, security experts say"
2018-08-06,"Apple, YouTube, and others drop conspiracy theorist Alex Jones"
2018-08-09,L'Oreal adds to Facebook sales push with virtual make-up tests
2018-08-10,Facebook pages with large U.S. following to require more authorization
2018-08-13,UPDATE 1-Soccer-La Liga announces landmark free-to-air deal with Facebook in India
2018-08-14,Liga announces landmark free-to-air deal with Facebook in India
2018-08-15,"Soros Fund Management adds popular tech names, BlackRock in second quarter"
2018-08-16,UPDATE 1-Facebook says it was too slow to fight hate speech in Myanmar
2018-08-20,"Exclusive: Trump says it is 'dangerous' for Twitter, Facebook to ban accounts"
2018-08-22,"Facebook, Twitter dismantle disinformation campaigns tied to Iran and Russia"
2018-08-23,Europe's new data law upends global online advertising
2018-08-27,Facebook ban on army chief silences Myanmar's military mouthpiece
2018-08-28,Instagram says users can now evaluate authenticity of accounts
2018-08-29,"CORRECTED-Facebook, Google platform changes hit Johnston Press sales"
2018-09-04,"CORRECTED-US STOCKS-Wall Street drops as tech stocks, Nike weigh"
2018-09-05,"US STOCKS-Nasdaq falls as U.S. lawmakers grill Facebook, Twitter executives"
2018-09-06,"US STOCKS-Trade jitters and tech woes weigh on S&P, Nasdaq"
2018-09-12,"Tech, media shares find new home in sector overhaul"
2018-09-13,UPDATE 2-California to attend U.S. Justice Department meeting on social media
2018-09-14,Vietnam urges Facebook to open office ahead of controversial cyber law
2018-09-18,Startup headed by Intel's ex-president releases first chips
2018-09-19,Coding platform GitLab enters unicorn club after raising $100 mln
2018-09-20,Facebook and Twitter must comply with EU consumer rules or face sanctions
2018-09-21,U.S. Justice Department may delay meeting on possible social media bias: source
2018-09-23,"RPT-Wall St Week Ahead-Volume spikes on sector reshuffle, quadruple witching"
2018-09-24,Tech index refresh could give under-the-radar names their day in the sun
2018-09-25,UPDATE 4-U.S. Justice Dept meeting with state officials focuses on data privacy
2018-09-26,Facebook unveils new VR headset 'Oculus Quest' for $399
2018-09-27,US STOCKS-Communication services stocks elevate Wall Street
2018-09-28,UPDATE 6-Facebook says big breach exposed 50 million accounts to full takeover
2018-10-01,UPDATE 1-Instagram names Adam Mosseri as new head
2018-10-02,"US STOCKS-Dow closes at record but Facebook drags on S&P, Nasdaq"
2018-10-03,Instagram back up after worldwide outage
2018-10-05,Breakingviews - Facebook is late to fight second existential crisis
2018-10-09,WhatsApp builds system to comply with India's payments data storage norms
2018-10-10,UPDATE 2-Facebook's WhatsApp says has fixed video call security bug
2018-10-11,Amazon says 'breathtaking' class in Facebook job ads age-bias case should be rejected
2018-10-12,"UPDATE 5-Facebook now says data breach affected 29 mln users, details impact"
2018-10-13,"Facebook now says data breach affected 29 million users, details impact"
2018-10-16,Exclusive: Facebook to ban misinformation on voting in upcoming U.S. elections
2018-10-17,"UPDATE 3-At Facebook, public funds join push to remove Zuckerberg as chairman"
2018-10-18,UPDATE 2-Internet provider groups sue Vermont over net neutrality law
2018-10-19,Facebook hires former UK deputy prime minister as head of global affairs
2018-10-20,Brazil election battle rages over Facebook's WhatsApp
2018-10-22,Oculus co-founder to leave Facebook
2018-10-23,Facebook's WhatsApp says no plan to lift forwarding limit in Brazil
2018-10-24,"Google, Facebook executives meet with UK government over no-deal Brexit: Telegraph"
2018-10-25,Breakingviews - Amazons ad initiative is a useful add-on item
2018-10-26,UPDATE 4-Facebook removes fake accounts tied to Iran that lured over 1 mln followers
2018-10-29,CORRECTED-UPDATE 3-Gab.com goes offline after Pittsburgh synagogue shooting
2018-10-30,"CORRECTED-UPDATE 4-Facebook's rise in profit outweighs slow user, sales growth"
2018-10-31,US STOCKS-Wall Street gets lift from strong earnings at end of rough month
2018-11-02,"GLOBAL MARKETS-Bumper US wage data cheers dollar, shares roar on trade hopes"
2018-11-05,Facebook's Cameroon problem: stop online hate stoking conflict
2018-11-07,"Facebook, Google tools reveal political ad removal data"
2018-11-08,Facebook to quadruple size of Dublin international headquarters
2018-11-12,"France to ""embed"" regulators at Facebook in fight against hate speech"
2018-11-15,U.S. senator to query Facebook about report on treatment of critics
2018-11-16,"Facebook defends Russia response, updates plan to curb misbehavior"
2018-11-19,UPDATE 1-Facebook to fund trainee local newspaper reporters in Britain
2018-11-20,Instacart hires Instagram manager to boost growth
2018-11-21,GLOBAL MARKETS-World stocks try to find feet after tech-driven rout
2018-11-27,Former Facebook worker says firm not doing enough to deal with racial discrimination
2018-11-28,US civil rights groups seek secret documents in Facebook encryption fight
2018-11-29,UPDATE 2-Amazon's treatment of sellers comes under scrutiny in Germany
2018-11-30,Instagram's new feature allows users to share stories with smaller group
2018-12-06,"Fed up with Facebook, U.S. fund managers look for alternatives"
2018-12-07,Facebook to buy back additional $9 bln of shares
2018-12-10,Instagram promotes Vishal Shah as head of product
2018-12-12,"UPDATE 4-Police sound ""all clear"" after bomb threat at Facebook's Silicon Valley campus"
2018-12-14,UPDATE 4-Irish regulator investigates Facebook over private photo glitch
2018-12-17,UPDATE 3-DoubleLine's Gundlach says U.S. equities are in long-term bear market
2018-12-18,Facebook's Sandberg cites need to do more after reports of Russia meddling
2018-12-19,Facebook's lead EU regulator 'assessing' NYT report on data sharing
2018-12-20,"UPDATE 2-PE giant KKR cuts buyout price for Australia's MYOB, sending shares tumbling"
2018-12-21,Facebook's new video chat gadget draws trademark fight from startup
2018-12-26,Facebook shares could hit $160 in 2019 -Citron
2018-12-27,"Instagram ""back to normal"" after bug triggers temporary change to feed"
2019-01-04,Breakingviews - A graying Facebook will require a different leader
2019-01-08,"Apple, Facebook propel Wall Street to three-week peak"
2019-01-15,Facebook to invest $300 million to help local news survive
2019-01-16,UPDATE 2-Yelp investor SQN says shares could surge to $55-$65
2019-01-18,Facebook sheds gains after report on potential major fine
2019-01-20,"Facebook backs election integrity, AI initiatives in Germany"
2019-01-23,Facebook takes steps to prevent removed pages from duplicating content
2019-01-25,"Zuckerberg plans to integrate WhatsApp, Instagram and Facebook Messenger - NYT"
2019-01-26,"Zuckerberg to integrate WhatsApp, Instagram and Facebook Messenger: NYT"
2019-01-28,Facebook to set up two regional centers for monitoring election content
2019-01-29,OECD working on plans for minimum corporate tax
2019-01-30,Google disables iPhone app that studied users' digital habits
2019-01-31,US STOCKS-S&P 500's best month since 2015 ends on a high note
2019-02-01,"'Farewell to Facebook', bids Germany's retiring Merkel"
2019-02-04,Breakingviews - Google and Facebook are begging for a watchdog
2019-02-05,"Snap user number flat, but beats Wall St estimate"
2019-02-06,"Chip, electronics veterans join hardware-focused U.S. venture firm"
2019-02-13,"More competition from Facebook, Google in display advertising -Schibsted's MPI CEO"
2019-02-14,U.S. negotiating multibillion-dollar fine with Facebook -report
2019-02-19,Bertelsmann's relaunched call-centre business plans global expansion
2019-02-20,WhatsApp bug lets users bypass new privacy controls
2019-02-21,"EU countries back copyright reforms aimed at Google, Facebook"
2019-02-22,UPDATE 3-NY governor orders probe into Facebook access to data from other apps
2019-02-23,NY governor orders probe into Facebook access to data from other apps
2019-02-26,Facebook will introduce 'clear history' tool this year: CFO
2019-02-28,UPDATE 1-First Facebook investigation to be completed by summer - regulator
2019-03-02,"Facebook sues over sales of fake accounts, likes and followers"
2019-03-05,"UPDATE 2-UN urges social media, investors to promote human rights in Myanmar"
2019-03-06,"U.N. urges social media, investors to promote human rights in Myanmar"
2019-03-07,Zuckerberg says Facebook's future is going big on private chats
2019-03-11,"US STOCKS-Wall St lifted by tech shares, heavyweight Boeing pares losses"
2019-03-12,OECD seeing less corporate opposition to digital era tax revamp
2019-03-14,Apple touts data privacy in TV ad campaign
2019-03-15,"Facebook shares drop as executives quit, Christchurch live-stream shooting stirs outrage"
2019-03-19,"Trump asks why Facebook blocked Dan Scavino, his social media director"
2019-03-20,Facebook agrees to advertising overhaul to settle U.S. discrimination suits
2019-03-21,Facebook says issues fixed after finding user passwords in readable format
2019-03-22,Facebook fixes glitch that exposed millions of user passwords to employees
2019-03-26,"UPDATE 1-Facebook removes accounts from Russia, Iran for ""coordinated inauthentic behavior"""
2019-03-28,UPDATE 5-U.S. charges Facebook with racial discrimination in targeted housing ads
2019-03-29,CORRECTED-Facebook looks to place restrictions on who can go live after Christchurch attack
2019-03-30,Facebook looks to place restrictions on who can go live after Christchurch attack
2019-04-01,Facebook's news page to help publishers make money: Zuckerberg
2019-04-02,UPDATE 1-WhatsApp launches fact-check service to fight fake news during India polls
2019-04-03,"U.S. chip stocks surge on trade deal hopes, Wall Street edges up"
2019-04-04,"US STOCKS-S&P 500, Dow advance with trade talks in focus"
2019-04-09,UPDATE 1-Facebook to clearly explain how it uses consumer data - EU
2019-04-12,UPDATE 1-Russia finds Facebook failed to provide information on data-agencies
2019-04-13,UPDATE 3-Facebook spends $22.6 million to keep Mark Zuckerberg safe
2019-04-16,"Russia: Twitter, Facebook have 9 months to comply with data law -Ifax"
2019-04-17,Facebook working on voice assistant to rival Amazon's Alexa - CNBC
2019-04-18,UPDATE 2-Facebook says it uploaded email contacts of up to 1.5 mln users
2019-04-22,US STOCKS-Wall St pauses as investors await spate of major earnings
2019-04-23,UPDATE 1-INSIGHT-Facebook's flood of languages leaves it struggling to monitor content
2019-04-24,"US STOCKS-Wall Street edges lower, energy stocks fall"
2019-04-25,UPDATE 1-New York investigating Facebook over storage of 'unauthorized' email contacts
2019-04-26,"Facebook files lawsuit against New Zealand company, three people"
2019-04-30,"Facebook's Zuckerberg says working on to make Messenger faster, smaller"
2019-05-01,Facebook overhauls design as it pivots to private messaging
2019-05-03,UPDATE 1-Facebook's settlement with U.S. regulators likely to include WhatsApp - WSJ
2019-05-06,"RPT-FOCUS-Facebook 'labels' posts by hand, posing privacy questions"
2019-05-09,EXPLAINER-What would it take for U.S. regulators to break up Facebook?
2019-05-10,Facebook's Zuckerberg hails French hate speech plan as EU model
2019-05-13,Facebook raises minimum wage for U.S. contract workers to $20/hour
2019-05-14,"Microsoft to spend $100 mln on Kenya, Nigeria tech development hub"
2019-05-15,WRAPUP 3-Big U.S. hedge funds regain ardor for FAANGs in first quarter -filings
2019-05-16,SoftBank leads funding round for Berlin travel startup GetYourGuide
2019-05-17,Facebook breakup would be solution of last resort -EU's Vestager
2019-05-22,"Yet to show its teeth, landmark EU privacy law already a global standard"
2019-05-28,REFILE-Canadian lawmakers fume after Facebook's Zuckerberg snubs invitation
2019-05-29,Breakingviews - Hadas: Facebook could fall into a new-money trap
2019-05-30,Inflatable angry emoji looms over Facebook annual board meeting
2019-05-31,UPDATE 1-Facebook ordered by U.S. judge to turn over data privacy records
2019-06-02,Facebook in talks with U.S. derivatives regulator over digital currency plans -FT
2019-06-03,House panel to probe competition in digital markets
2019-06-04,"UPDATE 1-Facebook investors seek independent chair, citing vote tally"
2019-06-05,"UPDATE 1-Dutch ""Big Brother"" creator sues Facebook over fake Bitcoin ads"
2019-06-07,Exclusive: Facebook suspends app pre-installs on Huawei phones
2019-06-09,UPDATE 1-G20 agrees to wrap up Big Tech tax rules by 2020
2019-06-11,Facebook to unveil new versions of Portal video chat devices this fall
2019-06-12,UPDATE 2-Facebook CEO may have known of questionable privacy practices - WSJ
2019-06-13,Facebook's cryptocurrency-based payments system gets big backers -WSJ
